sid,BUFF,NOT,AND,PI,PO,LP
239,225062,288707,238176,37597,37417,43
240,196494,317427,238252,37597,37417,43
241,162405,350956,237972,37597,37417,43
242,224724,288733,238020,37597,37417,43
243,194574,319105,238131,37597,37417,43
244,194869,319410,238431,37597,37417,43
245,222960,290645,238094,37597,37417,43
246,192528,320503,237807,37597,37417,43
247,224084,289401,238034,37597,37417,43
248,223836,289529,237974,37597,37417,43
249,226550,287847,238490,37597,37417,43
250,193242,319595,237710,37597,37417,43
251,190839,322660,238041,37597,37417,43
252,223398,289433,237707,37597,37417,43
253,195585,317732,237950,37597,37417,43
254,193295,319362,237620,37597,37417,43
255,222635,290034,237626,37597,37417,43
256,164262,349459,238152,37597,37417,43
257,224984,288421,237994,37597,37417,43
258,224053,289220,237928,37597,37417,43
259,224307,289304,238097,37597,37417,43
260,166359,347440,238191,37597,37417,42
261,196754,317561,238449,37597,37417,43
262,196316,317869,238384,37597,37417,43
263,196046,318191,238410,37597,37417,43
264,162957,351256,238398,37597,37417,43
265,193026,320645,238127,37597,37417,43
266,224821,288366,237885,37597,37417,43
267,225109,288518,238105,37597,37417,43
268,192940,321235,238379,37597,37417,43
269,193682,320477,238371,37597,37417,43
270,195942,318347,238436,37597,37417,42
271,221881,291504,237984,37597,37417,43
272,223265,290910,238379,37597,37417,43
273,225652,287553,237894,37597,37417,43
274,224698,288257,237769,37597,37417,43
275,196289,317114,237993,37597,37417,43
276,194847,319408,238419,37597,37417,43
277,190462,322431,237738,37597,37417,43
278,190817,322906,238153,37597,37417,43
279,190906,322395,237942,37597,37417,43
280,193536,319989,238054,37597,37417,43
281,225194,288987,238382,37597,37417,43
282,224269,289130,237991,37597,37417,42
283,193456,320417,238228,37597,37417,43
284,196413,316858,237927,37597,37417,43
285,192751,320836,238085,37597,37417,43
286,195373,317718,237837,37597,37417,43
287,226184,287477,238122,37597,37417,43
288,194567,318906,238028,37597,37417,43
289,162139,351008,237865,37597,37417,43
290,195949,318432,238482,37597,37417,43
291,223895,289394,237936,37597,37417,43
292,194449,318894,237963,37597,37417,43
293,223454,290695,238366,37597,37417,43
294,192799,320536,237959,37597,37417,43
295,166454,347605,238321,37597,37417,43
296,162530,350987,238050,37597,37417,43
297,225777,287290,237825,37597,37417,43
298,193744,320285,238306,37597,37417,43
299,196019,317976,238289,37597,37417,43
300,193485,319936,238002,37597,37417,43
301,194546,318943,238036,37597,37417,43
302,194598,319543,238362,37597,37417,43
303,224705,288594,237941,37597,37417,43
304,193662,320115,238180,37597,37417,43
305,223986,289439,238004,37597,37417,43
306,226160,287849,238296,37597,37417,43
307,194252,318597,237716,37597,37417,43
308,196314,318593,238745,37597,37417,43
309,191099,322980,238331,37597,37417,43
310,196090,317783,238228,37597,37417,43
311,226283,287478,238172,37597,37417,43
312,224424,289319,238163,37597,37417,43
313,225821,287626,238015,37597,37417,43
314,190423,322174,237590,37597,37417,43
315,194959,319566,238554,37597,37417,42
316,163137,352060,238890,37597,37417,43
317,222414,291355,238176,37597,37417,43
318,164356,349699,238319,37597,37417,42
319,222238,290957,237889,37597,37417,43
320,222114,291423,238060,37597,37417,43
321,225010,288811,238202,37597,37417,43
322,196453,317916,238476,37597,37417,43
323,162228,350825,237818,37597,37417,43
324,194667,318776,238013,37597,37417,43
325,192860,321043,238243,37597,37417,42
326,192571,320622,237888,37597,37417,43
327,193840,321735,239079,37597,37417,43
328,194273,318624,237740,37597,37417,43
329,194957,318962,238251,37597,37417,43
330,193040,321141,238382,37597,37417,43
331,195063,319048,238347,37597,37417,43
332,162637,351860,238540,37597,37417,43
333,190542,322343,237734,37597,37417,43
334,195811,317116,237755,37597,37417,43
335,224681,288014,237639,37597,37417,43
336,194479,318770,237916,37597,37417,43
337,163265,351244,238546,37597,37417,43
338,226249,287436,238134,37597,37417,43
339,195650,318273,238253,37597,37417,43
340,192863,321082,238264,37597,37417,43
341,221948,291191,237861,37597,37417,43
342,192633,320852,238034,37597,37417,43
343,224208,289837,238314,37597,37417,43
344,192708,320199,237745,37597,37417,43
345,221978,291471,238016,37597,37417,43
346,192624,320611,237909,37597,37417,43
347,223160,290793,238268,37597,37417,43
348,190699,322568,237925,37597,37417,43
349,196270,317021,237937,37597,37417,43
350,195611,318006,238100,37597,37417,43
351,166536,347635,238377,37597,37417,42
352,224880,288631,238047,37597,37417,43
353,190853,322728,238082,37597,37417,43
354,162645,351396,238312,37597,37417,43
355,224441,289374,238199,37597,37417,43
356,166248,346945,237888,37597,37417,43
357,195169,319630,238691,37597,37417,42
358,195531,318008,238061,37597,37417,43
359,224160,289549,238146,37597,37417,43
360,222727,290270,237790,37597,37417,43
361,195386,317683,237826,37597,37417,43
362,193214,319887,237842,37597,37417,43
363,162192,350983,237879,37597,37417,43
364,224640,288579,237901,37597,37417,43
365,192993,321076,238326,37597,37417,43
366,164112,348997,237846,37597,37417,43
367,165839,347174,237798,37597,37417,43
368,194458,318927,237984,37597,37417,43
369,194773,319408,238382,37597,37417,42
370,221866,291529,237989,37597,37417,43
371,195462,318539,238292,37597,37417,43
372,196624,317651,238429,37597,37417,43
373,225053,288666,238151,37597,37417,43
374,224311,289238,238066,37597,37417,43
375,226503,287812,238449,37597,37417,43
376,224747,288512,237921,37597,37417,43
377,195535,317890,238004,37597,37417,43
378,190953,322460,237998,37597,37417,43
379,224530,288239,237676,37597,37417,43
380,222747,290280,237805,37597,37417,43
381,195613,317500,237848,37597,37417,43
382,162520,351671,238387,37597,37417,42
383,193460,320229,238136,37597,37417,43
384,194663,318872,238059,37597,37417,43
385,224507,288448,237769,37597,37417,43
386,225944,286891,237709,37597,37417,43
387,166462,347633,238339,37597,37417,42
388,224071,289866,238260,37597,37417,43
389,224645,288348,237788,37597,37417,43
390,222330,291119,238016,37597,37417,43
391,162252,351143,237989,37597,37417,43
392,223833,289604,238010,37597,37417,43
393,194662,318773,238009,37597,37417,43
394,190951,322966,238250,37597,37417,43
395,162566,350829,237989,37597,37417,43
396,194383,319720,238343,37597,37417,43
397,162674,351531,238394,37597,37417,43
398,195678,317737,237999,37597,37417,43
399,224124,289733,238220,37597,37417,43
400,195504,317295,237691,37597,37417,43
401,193058,321107,238374,37597,37417,43
402,193000,321125,238354,37597,37417,43
403,224469,288178,237615,37597,37417,43
404,193237,320998,238409,37597,37417,43
405,194681,318798,238031,37597,37417,43
406,223668,289601,237926,37597,37417,43
407,222069,291378,238015,37597,37417,43
408,194635,319188,238203,37597,37417,43
409,222834,291641,238529,37597,37417,42
410,166309,347644,238268,37597,37417,43
411,224973,289906,238731,37597,37417,43
412,190608,322619,237905,37597,37417,43
413,162908,351151,238321,37597,37417,43
414,164443,349494,238260,37597,37417,43
415,194501,319272,238178,37597,37417,43
416,164258,349567,238204,37597,37417,43
417,194606,318677,237933,37597,37417,43
418,221966,291413,237981,37597,37417,43
419,194584,319803,238485,37597,37417,43
420,224882,288689,238077,37597,37417,43
421,193015,321280,238439,37597,37417,43
422,196000,317661,238122,37597,37417,43
423,195732,318031,238173,37597,37417,43
424,197216,315941,237870,37597,37417,43
425,221923,291218,237862,37597,37417,43
426,193946,320237,238383,37597,37417,43
427,195970,317585,238069,37597,37417,43
428,225907,287674,238082,37597,37417,43
429,196345,317116,238022,37597,37417,42
430,224980,288695,238129,37597,37417,43
431,162394,351283,238130,37597,37417,43
432,224116,289719,238209,37597,37417,43
433,222737,290424,237872,37597,37417,43
434,164505,349830,238459,37597,37417,43
435,193513,319846,237971,37597,37417,43
436,162657,351666,238453,37597,37417,43
437,193971,320696,238625,37597,37417,43
438,166169,347220,237986,37597,37417,43
439,196509,317430,238261,37597,37417,43
440,224093,289638,238157,37597,37417,43
441,226332,287713,238314,37597,37417,43
442,193828,320235,238323,37597,37417,42
443,221639,291332,237777,37597,37417,43
444,222092,291775,238225,37597,37417,43
445,194352,319101,238018,37597,37417,43
446,163400,351309,238646,37597,37417,43
447,223860,289341,237892,37597,37417,43
448,195973,317956,238256,37597,37417,42
449,224858,288611,238026,37597,37417,43
450,196068,317671,238161,37597,37417,43
451,196030,318041,238327,37597,37417,43
452,194802,319033,238209,37597,37417,43
453,224239,289888,238355,37597,37417,43
454,224900,288783,238133,37597,37417,43
455,224324,289677,238292,37597,37417,43
456,195903,317754,238120,37597,37417,43
457,221974,291541,238049,37597,37417,43
458,192491,320468,237771,37597,37417,43
459,193228,320775,238293,37597,37417,43
460,196461,317480,238262,37597,37417,43
461,193113,320724,238210,37597,37417,43
462,193399,319504,237743,37597,37417,43
463,192889,320998,238235,37597,37417,43
464,196765,317884,238616,37597,37417,43
465,193099,321152,238417,37597,37417,43
466,191093,322798,238237,37597,37417,43
467,193006,320927,238258,37597,37417,43
468,225244,288767,238297,37597,37417,43
469,166008,346969,237780,37597,37417,43
470,195684,318003,238135,37597,37417,43
471,196360,317667,238305,37597,37417,43
472,194647,319330,238280,37597,37417,43
473,194543,318768,237947,37597,37417,43
474,226341,287152,238038,37597,37417,43
475,222338,290709,237815,37597,37417,43
476,193312,320577,238236,37597,37417,43
477,195690,318629,238451,37597,37417,43
478,196429,318350,238681,37597,37417,43
479,166321,347080,237992,37597,37417,43
480,192760,320471,237907,37597,37417,43
481,194649,319686,238459,37597,37417,43
482,193677,320660,238460,37597,37417,43
483,164738,349617,238469,37597,37417,43
484,192885,320718,238093,37597,37417,43
485,224648,289461,238346,37597,37417,43
486,162738,351485,238403,37597,37417,43
487,166413,347506,238251,37597,37417,43
488,195658,318077,238159,37597,37417,43
489,196235,317520,238169,37597,37417,43
490,194613,318796,237996,37597,37417,43
491,192985,320570,238069,37597,37417,43
492,190439,322184,237603,37597,37417,43
493,192864,320617,238032,37597,37417,43
494,192839,320818,238120,37597,37417,43
495,166454,347945,238491,37597,37417,43
496,194108,319895,238293,37597,37417,43
497,162678,351399,238330,37597,37417,43
498,196097,318636,238658,37597,37417,43
499,193304,321393,238640,37597,37417,43
500,222588,290211,237691,37597,37417,43
501,162368,351215,238083,37597,37417,43
502,226601,287990,238587,37597,37417,43
503,195631,318310,238262,37597,37417,43
504,193052,320965,238300,37597,37417,43
505,224396,288871,237925,37597,37417,43
506,222942,290297,237911,37597,37417,43
507,195389,317788,237880,37597,37417,43
508,195796,318197,238288,37597,37417,43
509,194657,318846,238043,37597,37417,43
510,196756,317653,238496,37597,37417,43
511,226330,287523,238218,37597,37417,43
512,194230,318747,237780,37597,37417,43
513,192559,320438,237790,37597,37417,43
514,194549,319766,238449,37597,37417,42
515,224242,289657,238241,37597,37417,43
516,190933,322794,238155,37597,37417,42
517,222338,291443,238182,37597,37417,43
518,221849,291376,237904,37597,37417,43
519,192691,320554,237914,37597,37417,43
520,224919,288768,238135,37597,37417,43
521,195792,317959,238167,37597,37417,43
522,194584,318523,237845,37597,37417,43
523,162195,350932,237855,37597,37417,43
524,194281,318866,237865,37597,37417,43
525,194995,319754,238666,37597,37417,43
526,194814,318571,237984,37597,37417,43
527,222504,291317,238202,37597,37417,43
528,223740,289317,237820,37597,37417,43
529,194539,319944,238533,37597,37417,43
530,194690,319191,238232,37597,37417,43
531,225079,288686,238174,37597,37417,43
532,196567,317808,238479,37597,37417,43
533,221606,291163,237676,37597,37417,43
534,197910,316093,238293,37597,37417,43
535,196403,317334,238160,37597,37417,43
536,224740,288041,237682,37597,37417,43
537,196319,316794,237848,37597,37417,43
538,196249,317538,238185,37597,37417,42
539,225740,287447,237885,37597,37417,43
540,224888,288025,237748,37597,37417,43
541,194356,318959,237949,37597,37417,43
542,196091,317746,238210,37597,37417,42
543,162339,351212,238067,37597,37417,43
544,191131,322602,238158,37597,37417,43
545,192994,321309,238443,37597,37417,43
546,194917,319256,238378,37597,37417,43
547,226228,287221,238016,37597,37417,43
548,196267,316910,237880,37597,37417,43
549,194856,318989,238214,37597,37417,43
550,191367,323018,238484,37597,37417,43
551,164660,349619,238431,37597,37417,43
552,164657,349502,238371,37597,37417,42
553,222941,290468,237996,37597,37417,43
554,194255,318348,237593,37597,37417,43
555,193031,321196,238405,37597,37417,43
556,190598,322593,237887,37597,37417,43
557,162073,350850,237753,37597,37417,43
558,196193,318026,238401,37597,37417,43
559,194689,319266,238269,37597,37417,43
560,224487,289216,238143,37597,37417,43
561,192900,320619,238051,37597,37417,43
562,194742,319555,238440,37597,37417,43
563,166005,346904,237746,37597,37417,43
564,194769,319026,238189,37597,37417,43
565,162732,351429,238372,37597,37417,43
566,193610,319875,238034,37597,37417,43
567,192440,320513,237768,37597,37417,43
568,226314,287427,238162,37597,37417,43
569,190647,322694,237962,37597,37417,43
570,222392,291401,238188,37597,37417,43
571,224235,289338,238078,37597,37417,43
572,195723,317666,237986,37597,37417,43
573,193618,320261,238231,37597,37417,42
574,196057,318498,238569,37597,37417,43
575,225333,288392,238154,37597,37417,43
576,196787,318136,238753,37597,37417,43
577,162531,351100,238107,37597,37417,42
578,166467,347236,238143,37597,37417,43
579,194080,320327,238495,37597,37417,43
580,162708,351457,238374,37597,37417,43
581,165911,346950,237722,37597,37417,43
582,195615,318474,238336,37597,37417,43
583,225102,288685,238185,37597,37417,43
584,222951,290480,238007,37597,37417,43
585,164245,348980,237904,37597,37417,43
586,193881,320424,238444,37597,37417,43
587,193664,320623,238435,37597,37417,43
588,221740,290965,237644,37597,37417,43
589,194775,319102,238230,37597,37417,43
590,225009,288782,238187,37597,37417,43
591,196124,318035,238371,37597,37417,43
592,196041,317344,237984,37597,37417,43
593,194645,318728,237978,37597,37417,43
594,166141,347560,238142,37597,37417,43
595,162919,351058,238280,37597,37417,43
596,194566,319189,238169,37597,37417,43
597,195591,317726,237950,37597,37417,43
598,195732,317975,238145,37597,37417,43
599,222811,290522,237958,37597,37417,43
600,194328,318841,237876,37597,37417,43
601,225310,288697,238295,37597,37417,43
602,194913,319668,238582,37597,37417,43
603,196033,319152,238884,37597,37417,43
604,223215,290882,238340,37597,37417,43
605,192593,320424,237800,37597,37417,43
606,192793,320922,238149,37597,37417,43
607,190565,322388,237768,37597,37417,43
608,162656,351409,238324,37597,37417,43
609,223441,290860,238442,37597,37417,43
610,196547,317942,238536,37597,37417,42
611,223701,289416,237850,37597,37417,43
612,192967,321120,238335,37597,37417,43
613,226078,287905,238283,37597,37417,43
614,223748,289533,237932,37597,37417,43
615,196161,317078,237911,37597,37417,43
616,225917,286914,237707,37597,37417,43
617,162812,351513,238454,37597,37417,42
618,193285,321046,238457,37597,37417,43
619,163265,351412,238630,37597,37417,43
620,196031,318070,238342,37597,37417,43
621,196288,317643,238257,37597,37417,43
622,221785,291070,237719,37597,37417,43
623,162529,351688,238400,37597,37417,42
624,222435,291282,238150,37597,37417,43
625,223832,289039,237727,37597,37417,43
626,162631,350812,238013,37597,37417,43
627,162676,351189,238224,37597,37417,43
628,226465,287644,238346,37597,37417,43
629,164261,349056,237950,37597,37417,43
630,193627,320072,238141,37597,37417,43
631,162069,351236,237944,37597,37417,43
632,192957,321058,238299,37597,37417,43
633,223364,290991,238469,37597,37417,43
634,166352,347225,238080,37597,37417,43
635,192594,320515,237846,37597,37417,43
636,223264,290927,238387,37597,37417,43
637,224882,288741,238103,37597,37417,43
638,223087,290548,238109,37597,37417,43
639,163348,352097,239014,37597,37417,43
640,162113,351038,237867,37597,37417,43
641,221967,291204,237877,37597,37417,43
642,194691,319108,238191,37597,37417,43
643,164422,349433,238219,37597,37417,43
644,192470,320415,237734,37597,37417,43
645,194331,318568,237741,37597,37417,43
646,193821,320110,238257,37597,37417,42
647,192422,320109,237557,37597,37417,43
648,193084,320905,238286,37597,37417,43
649,223880,289437,237950,37597,37417,43
650,222904,291273,238380,37597,37417,43
651,192951,320918,238226,37597,37417,43
652,195886,318273,238371,37597,37417,43
653,222516,290013,237556,37597,37417,43
654,224148,289207,237969,37597,37417,43
655,225226,288563,238186,37597,37417,43
656,196385,317518,238243,37597,37417,42
657,193601,320508,238346,37597,37417,43
658,223763,289320,237833,37597,37417,43
659,190807,322710,238050,37597,37417,43
660,164466,349197,238123,37597,37417,43
661,225181,289010,238387,37597,37417,43
662,226040,286949,237786,37597,37417,43
663,195300,318785,238334,37597,37417,43
664,166325,347366,238137,37597,37417,43
665,193749,320260,238296,37597,37417,43
666,194883,319598,238532,37597,37417,43
667,224894,288601,238039,37597,37417,43
668,223883,289330,237898,37597,37417,43
669,194850,319217,238325,37597,37417,43
670,225840,287217,237820,37597,37417,43
671,194758,319447,238394,37597,37417,42
672,224185,289728,238248,37597,37417,43
673,196176,318209,238484,37597,37417,43
674,196309,318152,238522,37597,37417,43
675,162450,351165,238099,37597,37417,43
676,194787,319314,238342,37597,37417,42
677,224829,288582,237997,37597,37417,43
678,193607,320114,238152,37597,37417,43
679,193657,319712,237976,37597,37417,43
680,196721,317830,238567,37597,37417,43
681,162124,350731,237719,37597,37417,43
682,194646,319109,238169,37597,37417,43
683,223825,289498,237953,37597,37417,43
684,195875,317174,237816,37597,37417,43
685,225119,288844,238273,37597,37417,43
686,190937,322758,238139,37597,37417,43
687,223868,289329,237890,37597,37417,43
688,223224,290957,238382,37597,37417,43
689,221623,291032,237619,37597,37417,43
690,192933,320966,238241,37597,37417,43
691,224127,288720,237715,37597,37417,43
692,196319,317040,237971,37597,37417,43
693,190674,322697,237977,37597,37417,43
694,164511,349800,238447,37597,37417,43
695,165778,346637,237499,37597,37417,43
696,190943,322546,238036,37597,37417,43
697,222463,291248,238147,37597,37417,43
698,196357,317696,238318,37597,37417,43
699,193288,320917,238394,37597,37417,43
700,222253,291556,238196,37597,37417,43
701,222925,290308,237908,37597,37417,43
702,196287,317842,238356,37597,37417,43
703,193014,320961,238279,37597,37417,43
704,193011,320598,238096,37597,37417,43
705,190916,322931,238215,37597,37417,43
706,191006,322781,238185,37597,37417,43
707,193111,321042,238368,37597,37417,43
708,194210,318747,237770,37597,37417,43
709,194969,318698,238125,37597,37417,43
710,194841,319352,238388,37597,37417,43
711,162672,351597,238426,37597,37417,43
712,195674,318517,238387,37597,37417,43
713,225199,288524,238153,37597,37417,43
714,194808,319541,238466,37597,37417,43
715,222290,291609,238241,37597,37417,43
716,197416,316291,238145,37597,37417,42
717,226515,287428,238263,37597,37417,43
718,194688,319383,238327,37597,37417,43
719,225942,287879,238202,37597,37417,43
720,197853,316036,238236,37597,37417,42
721,224642,288469,237847,37597,37417,43
722,193801,320338,238361,37597,37417,43
723,192842,320767,238096,37597,37417,43
724,194498,319303,238192,37597,37417,43
725,224405,289772,238380,37597,37417,43
726,194695,319652,238465,37597,37417,43
727,223561,289156,237650,37597,37417,43
728,194633,319018,238117,37597,37417,43
729,225019,288898,238250,37597,37417,43
730,222278,291075,237968,37597,37417,43
731,195965,317950,238249,37597,37417,42
732,194923,319542,238524,37597,37417,42
733,223723,289610,237958,37597,37417,43
