sid,BUFF,NOT,AND,PI,PO,LP
86,192936,314613,235065,37603,37419,43
87,194336,313753,235335,37603,37419,43
88,191945,315570,235048,37603,37419,43
89,222025,284706,234656,37603,37419,43
90,221726,284403,234355,37603,37419,43
91,190968,315883,234716,37603,37419,42
92,221187,286946,235357,37603,37419,42
93,194964,313769,235657,37603,37419,42
94,194262,312719,234781,37603,37419,43
95,193617,313078,234638,37603,37419,43
96,192947,315074,235301,37603,37419,42
97,164146,342195,234461,37603,37419,43
98,191564,316325,235235,37603,37419,43
99,160841,346736,235079,37603,37419,42
100,192741,314124,234723,37603,37419,43
101,191244,316687,235256,37603,37419,43
102,160802,346845,235114,37603,37419,42
103,194573,313156,235155,37603,37419,42
104,223962,283085,234814,37603,37419,43
105,194995,313426,235501,37603,37419,43
106,191284,316139,235002,37603,37419,42
107,194924,313433,235469,37603,37419,43
108,222294,284741,234808,37603,37419,43
109,193203,315092,235438,37603,37419,42
110,219945,286564,234545,37603,37419,43
111,191729,314934,234622,37603,37419,43
112,195224,313579,235692,37603,37419,43
113,192851,314102,234767,37603,37419,43
114,191037,316124,234871,37603,37419,43
115,220622,286195,234699,37603,37419,43
116,222603,284852,235018,37603,37419,42
117,222049,284580,234605,37603,37419,43
118,221278,286241,235050,37603,37419,43
119,220308,286819,234854,37603,37419,43
120,194810,312959,235175,37603,37419,43
121,164694,342845,235060,37603,37419,42
122,191292,316019,234946,37603,37419,43
123,193782,312591,234477,37603,37419,43
124,223907,282674,234581,37603,37419,43
125,164938,343099,235309,37603,37419,42
126,191198,316043,234911,37603,37419,43
127,194796,312441,234909,37603,37419,43
128,192607,314084,234636,37603,37419,43
129,191924,314779,234642,37603,37419,43
130,192659,313834,234537,37603,37419,43
131,221891,284738,234605,37603,37419,43
132,224303,282880,234882,37603,37419,43
133,193083,314238,234951,37603,37419,43
134,196116,311593,235145,37603,37419,43
135,192853,314036,234735,37603,37419,43
136,222127,284752,234730,37603,37419,43
137,192120,315621,235161,37603,37419,43
138,222267,284980,234914,37603,37419,43
139,194411,313076,235034,37603,37419,42
140,196701,310830,235056,37603,37419,43
141,191104,316461,235073,37603,37419,43
142,191077,316222,234940,37603,37419,43
143,191447,316202,235115,37603,37419,43
144,191119,316918,235309,37603,37419,43
145,192761,314914,235128,37603,37419,42
146,221203,286052,234918,37603,37419,43
147,164318,342431,234665,37603,37419,43
148,162560,344619,234880,37603,37419,43
149,164556,342985,235061,37603,37419,42
150,221754,284651,234493,37603,37419,43
151,221046,285827,234727,37603,37419,43
152,189007,317520,234554,37603,37419,43
153,222601,284460,234821,37603,37419,43
154,220666,285587,234417,37603,37419,42
155,196222,311791,235297,37603,37419,42
156,224609,282660,234925,37603,37419,43
157,192014,315499,235047,37603,37419,42
158,189403,318390,235187,37603,37419,42
159,164498,342519,234799,37603,37419,43
160,160775,347000,235178,37603,37419,42
161,164387,342086,234527,37603,37419,43
162,222912,284721,235107,37603,37419,43
163,194608,314071,235630,37603,37419,43
164,194448,313139,235084,37603,37419,43
165,194306,311905,234396,37603,37419,43
166,224045,282740,234683,37603,37419,43
167,192074,315893,235274,37603,37419,42
168,191069,316356,235003,37603,37419,43
169,221106,285909,234798,37603,37419,43
170,220386,287041,235004,37603,37419,43
171,222669,284606,234928,37603,37419,43
172,224759,283110,235225,37603,37419,43
173,192290,315263,235067,37603,37419,43
174,222819,285026,235213,37603,37419,43
175,221157,286124,234931,37603,37419,43
176,220067,286488,234568,37603,37419,43
177,222495,284498,234787,37603,37419,43
178,194980,313887,235724,37603,37419,43
179,190892,316125,234799,37603,37419,42
180,221067,285744,234696,37603,37419,43
181,224569,282296,234723,37603,37419,43
182,194873,313114,235284,37603,37419,42
183,194079,313506,235083,37603,37419,43
184,221105,286062,234874,37603,37419,43
185,160864,347093,235269,37603,37419,42
186,191446,316355,235191,37603,37419,42
187,194011,313280,234936,37603,37419,43
188,164515,343008,235052,37603,37419,43
189,191332,316201,235057,37603,37419,43
190,222132,284483,234598,37603,37419,43
191,191637,315280,234749,37603,37419,43
192,193714,313101,234698,37603,37419,42
193,192605,314166,234676,37603,37419,43
194,193745,312630,234478,37603,37419,43
195,224249,282878,234854,37603,37419,42
196,190942,316169,234846,37603,37419,43
197,162017,344702,234650,37603,37419,43
198,191626,314905,234556,37603,37419,43
199,160861,346854,235148,37603,37419,43
200,161105,346658,235172,37603,37419,43
201,162628,345013,235111,37603,37419,43
202,194263,312022,234433,37603,37419,42
203,194124,312999,234852,37603,37419,43
204,190931,316292,234902,37603,37419,43
205,192261,315518,235180,37603,37419,43
206,194378,313643,235301,37603,37419,42
207,162580,344511,234836,37603,37419,43
208,191464,316825,235435,37603,37419,43
209,224239,282800,234810,37603,37419,43
210,224368,282415,234682,37603,37419,43
211,224415,282584,234790,37603,37419,43
212,194479,313590,235325,37603,37419,43
213,188986,318057,234812,37603,37419,43
214,192819,315054,235227,37603,37419,42
215,223366,283835,234891,37603,37419,43
216,192040,315603,235112,37603,37419,42
217,194669,313400,235325,37603,37419,43
218,193208,315301,235545,37603,37419,42
219,192347,315244,235086,37603,37419,43
220,193989,313238,234904,37603,37419,42
221,222073,284822,234738,37603,37419,43
222,223100,283455,234568,37603,37419,43
223,223952,282419,234476,37603,37419,43
224,164807,342982,235185,37603,37419,43
225,223301,283548,234715,37603,37419,43
226,220750,287081,235206,37603,37419,43
227,222227,285234,235021,37603,37419,43
228,220858,285609,234524,37603,37419,42
229,160865,346880,235163,37603,37419,42
230,223342,284051,234987,37603,37419,42
231,188970,317839,234695,37603,37419,42
232,222939,284158,234839,37603,37419,43
233,162750,345195,235263,37603,37419,43
234,196316,311649,235273,37603,37419,43
235,160673,346602,234928,37603,37419,43
236,222049,284762,234696,37603,37419,43
237,190920,315993,234747,37603,37419,43
238,192819,314268,234834,37603,37419,43
239,223253,283976,234905,37603,37419,43
240,194810,312773,235082,37603,37419,42
241,160640,346359,234790,37603,37419,42
242,222914,284015,234755,37603,37419,43
243,192758,314467,234903,37603,37419,43
244,193142,314749,235236,37603,37419,42
245,221288,286095,234982,37603,37419,43
246,190780,315957,234659,37603,37419,43
247,222281,284806,234834,37603,37419,43
248,222099,284846,234763,37603,37419,42
249,224785,283288,235327,37603,37419,43
250,191640,315027,234624,37603,37419,43
251,189005,318002,234794,37603,37419,43
252,221720,284921,234611,37603,37419,43
253,193813,313024,234709,37603,37419,43
254,191584,314697,234431,37603,37419,43
255,220916,285381,234439,37603,37419,43
256,162631,344880,235046,37603,37419,42
257,223220,283835,234818,37603,37419,43
258,222220,284553,234677,37603,37419,43
259,222469,284664,234857,37603,37419,43
260,164435,342666,234841,37603,37419,43
261,194981,312916,235239,37603,37419,42
262,194495,313094,235085,37603,37419,43
263,194290,313625,235248,37603,37419,42
264,161122,346473,235088,37603,37419,43
265,191272,316029,234941,37603,37419,43
266,223045,283776,234701,37603,37419,43
267,223258,283883,234861,37603,37419,43
268,191234,316751,235283,37603,37419,43
269,191926,315757,235132,37603,37419,43
270,194195,313718,235247,37603,37419,43
271,220142,286853,234788,37603,37419,43
272,221389,286254,235112,37603,37419,42
273,223905,282936,234711,37603,37419,43
274,222928,283619,234564,37603,37419,43
275,194559,312488,234814,37603,37419,43
276,193042,314729,235176,37603,37419,43
277,188721,317808,234555,37603,37419,43
278,189062,318263,234953,37603,37419,43
279,189105,317742,234714,37603,37419,43
280,191746,315307,234817,37603,37419,43
281,223541,284318,235220,37603,37419,42
282,222527,284568,234838,37603,37419,42
283,191732,315701,235007,37603,37419,42
284,194594,312143,234659,37603,37419,43
285,190980,316221,234891,37603,37419,43
286,193722,313121,234712,37603,37419,43
287,224299,282848,234864,37603,37419,43
288,192812,314397,234895,37603,37419,43
289,160403,346412,234698,37603,37419,43
290,194284,313871,235368,37603,37419,43
291,222106,284671,234679,37603,37419,43
292,192861,314418,234930,37603,37419,42
293,221561,285976,235059,37603,37419,43
294,191067,315986,234817,37603,37419,43
295,164684,343009,235137,37603,37419,42
296,160720,346293,234797,37603,37419,43
297,224024,282601,234603,37603,37419,43
298,192049,315744,235187,37603,37419,42
299,194334,313367,235141,37603,37419,43
300,191733,315316,234815,37603,37419,43
301,192797,314262,234820,37603,37419,43
302,192814,314875,235135,37603,37419,42
303,222806,283863,234625,37603,37419,42
304,192011,315504,235048,37603,37419,42
305,222202,284785,234784,37603,37419,43
306,224304,283107,234996,37603,37419,42
307,192517,314008,234553,37603,37419,43
308,194557,313968,235553,37603,37419,42
309,189312,318423,235158,37603,37419,42
310,194297,313054,234966,37603,37419,43
311,224578,282877,235018,37603,37419,43
312,222596,284693,234935,37603,37419,43
313,224076,282937,234797,37603,37419,43
314,188752,317603,234468,37603,37419,43
315,193188,314855,235312,37603,37419,43
316,161287,347314,235591,37603,37419,43
317,220619,286622,234911,37603,37419,42
318,162614,345215,235205,37603,37419,43
319,220496,286373,234725,37603,37419,43
320,220313,286778,234836,37603,37419,43
321,223214,284111,234953,37603,37419,43
322,194606,313253,235220,37603,37419,43
323,160354,346177,234556,37603,37419,43
324,192879,314108,234784,37603,37419,43
325,191292,316477,235175,37603,37419,42
326,190818,315977,234688,37603,37419,43
327,192087,317232,235950,37603,37419,43
328,192462,313957,234500,37603,37419,42
329,193062,314239,234941,37603,37419,43
330,191228,316553,235181,37603,37419,43
331,193203,314358,235071,37603,37419,43
332,160826,347177,235292,37603,37419,42
333,188887,317744,234606,37603,37419,43
334,194093,312628,234651,37603,37419,42
335,222962,283427,234485,37603,37419,42
336,192728,314055,234682,37603,37419,43
337,161408,346521,235255,37603,37419,43
338,224473,282794,234924,37603,37419,43
339,193910,313545,235018,37603,37419,43
340,191078,316405,235032,37603,37419,43
341,220220,286623,234712,37603,37419,43
342,190873,316260,234857,37603,37419,43
343,222547,285204,235166,37603,37419,42
344,190960,315619,234580,37603,37419,43
345,220138,286869,234794,37603,37419,43
346,190883,316016,234740,37603,37419,43
347,221395,286158,235067,37603,37419,43
348,188830,317905,234658,37603,37419,43
349,194408,312251,234620,37603,37419,43
350,193779,313302,234831,37603,37419,43
351,164775,343004,235180,37603,37419,43
352,223059,283986,234813,37603,37419,43
353,189242,318239,235031,37603,37419,42
354,160895,346828,235152,37603,37419,42
355,222695,284816,235046,37603,37419,43
356,164390,342291,234631,37603,37419,43
357,193426,314971,235489,37603,37419,42
358,193742,313379,234851,37603,37419,43
359,222355,284864,234900,37603,37419,42
360,220966,285549,234548,37603,37419,43
361,193706,313043,234665,37603,37419,43
362,191543,315298,234711,37603,37419,43
363,160468,346393,234721,37603,37419,43
364,223005,284166,234876,37603,37419,43
365,191262,316415,235129,37603,37419,43
366,162339,344424,234672,37603,37419,43
367,164120,342619,234660,37603,37419,43
368,192722,314223,234763,37603,37419,43
369,193012,314811,235202,37603,37419,42
370,220069,286910,234780,37603,37419,43
371,193703,313924,235104,37603,37419,42
372,194588,312871,235020,37603,37419,43
373,223321,284196,235049,37603,37419,43
374,222530,284665,234888,37603,37419,43
375,224811,283322,235357,37603,37419,43
376,222959,283852,234696,37603,37419,43
377,193967,313422,234985,37603,37419,43
378,189169,317876,234813,37603,37419,43
379,222791,283658,234515,37603,37419,42
380,220958,285573,234556,37603,37419,43
381,193942,312927,234725,37603,37419,43
382,160639,346922,235071,37603,37419,43
383,191978,315957,235258,37603,37419,42
384,192845,314126,234776,37603,37419,42
385,222747,283758,234543,37603,37419,43
386,224145,282268,234497,37603,37419,43
387,164696,343099,235188,37603,37419,42
388,222287,285238,235053,37603,37419,43
389,222910,283745,234618,37603,37419,43
390,220543,286528,234826,37603,37419,43
391,160510,346589,234840,37603,37419,42
392,222003,285012,234798,37603,37419,43
393,192752,314015,234674,37603,37419,43
394,189178,318303,235031,37603,37419,42
395,160704,346169,234727,37603,37419,43
396,192678,315153,235206,37603,37419,42
397,160928,346983,235246,37603,37419,42
398,193905,313070,234778,37603,37419,43
399,222377,285128,235043,37603,37419,43
400,193730,312717,234514,37603,37419,43
401,191283,316522,235193,37603,37419,43
402,191266,316585,235216,37603,37419,43
403,222765,283490,234418,37603,37419,42
404,191396,316409,235193,37603,37419,43
405,192877,314146,234802,37603,37419,43
406,221918,285051,234775,37603,37419,43
407,220150,286773,234752,37603,37419,43
408,192894,314591,235033,37603,37419,43
409,220972,286925,235239,37603,37419,42
410,164643,343106,235165,37603,37419,43
411,223216,285281,235539,37603,37419,43
412,188796,317861,234619,37603,37419,42
413,161039,346498,235059,37603,37419,43
414,162706,344913,235100,37603,37419,42
415,192699,314734,235007,37603,37419,42
416,162653,345132,235183,37603,37419,42
417,192942,314185,234854,37603,37419,43
418,220195,286780,234778,37603,37419,43
419,192861,315278,235360,37603,37419,42
420,223110,283981,234836,37603,37419,43
421,191232,316723,235268,37603,37419,43
422,194238,312945,234882,37603,37419,43
423,194114,313549,235122,37603,37419,42
424,195342,311343,234633,37603,37419,42
425,220165,286652,234699,37603,37419,43
426,192208,315595,235192,37603,37419,43
427,194291,312970,234921,37603,37419,43
428,224093,282974,234824,37603,37419,43
429,194969,312932,235241,37603,37419,42
430,223239,284140,234980,37603,37419,42
431,160496,346567,234822,37603,37419,43
432,222278,285039,234949,37603,37419,43
433,221051,285872,234752,37603,37419,43
434,162744,345185,235255,37603,37419,43
435,191635,315134,234675,37603,37419,43
436,160928,347133,235321,37603,37419,42
437,192179,315982,235371,37603,37419,43
438,164481,342590,234826,37603,37419,43
439,194763,312794,235069,37603,37419,43
440,222339,285026,234973,37603,37419,43
441,224621,283204,235203,37603,37419,43
442,192163,315650,235197,37603,37419,42
443,219952,286699,234616,37603,37419,43
444,220268,287075,234962,37603,37419,42
445,192689,314530,234900,37603,37419,43
446,161528,346615,235362,37603,37419,43
447,222080,284729,234695,37603,37419,43
448,194109,313280,234985,37603,37419,42
449,223096,284003,234840,37603,37419,43
450,194365,313078,235012,37603,37419,43
451,194228,313303,235056,37603,37419,43
452,192936,314347,234932,37603,37419,43
453,222418,285251,235125,37603,37419,42
454,223130,284121,234916,37603,37419,43
455,222526,285149,235128,37603,37419,42
456,194008,312991,234790,37603,37419,42
457,220250,286943,234887,37603,37419,43
458,190759,315996,234668,37603,37419,42
459,191424,316155,235080,37603,37419,43
460,194842,313031,235227,37603,37419,42
461,191323,316088,234996,37603,37419,43
462,191654,314893,234564,37603,37419,43
463,191137,316476,235097,37603,37419,43
464,194813,313148,235271,37603,37419,43
465,191272,316511,235182,37603,37419,43
466,189292,318189,235031,37603,37419,42
467,191182,316289,235026,37603,37419,43
468,223429,284088,235049,37603,37419,42
469,164388,342517,234743,37603,37419,42
470,193786,313491,234929,37603,37419,43
471,194576,313051,235104,37603,37419,42
472,192710,314715,235003,37603,37419,42
473,192777,314168,234763,37603,37419,43
474,224590,282565,234868,37603,37419,43
475,220569,286134,234642,37603,37419,43
476,191624,315923,235064,37603,37419,43
477,193891,314106,235289,37603,37419,42
478,194680,313747,235504,37603,37419,43
479,164593,342476,234825,37603,37419,43
480,190969,315774,234662,37603,37419,43
481,192839,314940,235180,37603,37419,43
482,191873,316142,235298,37603,37419,43
483,162980,344999,235280,37603,37419,43
484,191048,315989,234809,37603,37419,43
485,222866,284813,235130,37603,37419,42
486,160952,346821,235177,37603,37419,43
487,164763,342864,235104,37603,37419,42
488,193899,313416,234948,37603,37419,43
489,194430,312885,234948,37603,37419,43
490,192815,314196,234796,37603,37419,43
491,191224,315971,234888,37603,37419,43
492,188692,317535,234404,37603,37419,43
493,191047,315856,234742,37603,37419,43
494,191062,316215,234929,37603,37419,43
495,164756,343365,235351,37603,37419,43
496,192398,315211,235095,37603,37419,43
497,160906,346767,235127,37603,37419,43
498,194318,313937,235418,37603,37419,43
499,191378,316717,235338,37603,37419,42
500,220848,285459,234444,37603,37419,43
501,160626,346627,234917,37603,37419,43
502,224851,283428,235430,37603,37419,43
503,193887,313634,235051,37603,37419,42
504,191226,316339,235073,37603,37419,43
505,222500,284131,234606,37603,37419,43
506,221195,285656,234716,37603,37419,43
507,193637,313250,234734,37603,37419,43
508,193857,313422,234930,37603,37419,42
509,192920,314135,234818,37603,37419,43
510,194929,313056,235283,37603,37419,43
511,224592,282909,235041,37603,37419,43
512,192526,314165,234636,37603,37419,42
513,190886,315827,234647,37603,37419,43
514,192831,315260,235336,37603,37419,42
515,222457,285140,235089,37603,37419,42
516,189202,318267,235025,37603,37419,42
517,220520,286759,234930,37603,37419,43
518,220122,286873,234788,37603,37419,43
519,190888,315935,234702,37603,37419,43
520,223228,284211,235010,37603,37419,43
521,194210,313377,235084,37603,37419,42
522,192701,313910,234596,37603,37419,42
523,160419,346234,234617,37603,37419,43
524,192443,314214,234619,37603,37419,43
525,193228,315163,235486,37603,37419,43
526,193020,313901,234751,37603,37419,43
527,220751,286790,235061,37603,37419,43
528,222043,284762,234693,37603,37419,43
529,192711,315188,235240,37603,37419,43
530,193000,314725,235153,37603,37419,42
531,223275,284020,234938,37603,37419,43
532,194755,313090,235213,37603,37419,43
533,219933,286544,234529,37603,37419,43
534,196105,311332,235009,37603,37419,43
535,194572,312705,234929,37603,37419,43
536,223049,283572,234601,37603,37419,43
537,194651,312288,234760,37603,37419,43
538,194547,312988,235058,37603,37419,43
539,223963,282920,234732,37603,37419,42
540,223094,283457,234566,37603,37419,43
541,192516,314201,234649,37603,37419,43
542,194351,313148,235040,37603,37419,43
543,160611,346572,234882,37603,37419,43
544,189386,317911,234939,37603,37419,42
545,191186,316697,235232,37603,37419,43
546,193170,314789,235270,37603,37419,43
547,224539,282708,234914,37603,37419,43
548,194618,312299,234749,37603,37419,43
549,193096,314381,235029,37603,37419,43
550,189561,318296,235219,37603,37419,42
551,162936,344955,235236,37603,37419,43
552,162946,344945,235236,37603,37419,43
553,221126,285869,234788,37603,37419,43
554,192439,313760,234390,37603,37419,43
555,191192,316597,235185,37603,37419,43
556,188814,318061,234728,37603,37419,43
557,160354,346203,234569,37603,37419,43
558,194236,313209,235013,37603,37419,43
559,192905,314446,234966,37603,37419,42
560,222727,284574,234941,37603,37419,43
561,191180,316023,234892,37603,37419,43
562,192938,314797,235158,37603,37419,43
563,164259,342290,234565,37603,37419,43
564,192904,314269,234877,37603,37419,42
565,160876,346695,235076,37603,37419,42
566,191864,315335,234890,37603,37419,42
567,190708,315983,234636,37603,37419,43
568,224541,282852,234987,37603,37419,43
569,188962,318131,234837,37603,37419,43
570,220486,286733,234900,37603,37419,43
571,222457,284666,234852,37603,37419,43
572,193983,312976,234770,37603,37419,43
573,191823,315658,235031,37603,37419,43
574,194287,313832,235350,37603,37419,42
575,223463,283776,234910,37603,37419,43
576,194953,313408,235471,37603,37419,43
577,160819,346600,235000,37603,37419,42
578,164667,342582,234915,37603,37419,43
579,192383,315644,235304,37603,37419,43
580,160952,346837,235185,37603,37419,43
581,164109,342378,234534,37603,37419,42
582,193746,313721,235024,37603,37419,43
583,223279,284072,234966,37603,37419,43
584,221245,285836,234831,37603,37419,43
585,162468,344363,234706,37603,37419,43
586,192077,315810,235234,37603,37419,43
587,191951,316100,235316,37603,37419,43
588,219966,286315,234431,37603,37419,43
589,193067,314482,235065,37603,37419,42
590,223177,284134,234946,37603,37419,42
591,194368,313363,235156,37603,37419,43
592,194173,312738,234746,37603,37419,43
593,192855,314016,234726,37603,37419,43
594,164463,342998,235021,37603,37419,43
595,160997,346264,234921,37603,37419,43
596,192735,314476,234896,37603,37419,43
597,193875,313110,234783,37603,37419,42
598,194107,313456,235072,37603,37419,42
599,221091,285914,234793,37603,37419,43
600,192619,314136,234668,37603,37419,42
601,223490,284027,235049,37603,37419,43
602,193121,315056,235379,37603,37419,42
603,194260,314435,235638,37603,37419,43
604,221436,286295,235156,37603,37419,42
605,190828,315849,234629,37603,37419,43
606,191050,316315,234973,37603,37419,43
607,188882,317787,234625,37603,37419,43
608,160842,346753,235088,37603,37419,43
609,221541,286184,235153,37603,37419,43
610,194865,313392,235419,37603,37419,42
611,221998,284883,234731,37603,37419,43
612,191237,316684,235251,37603,37419,43
613,224188,283297,235033,37603,37419,43
614,222051,284976,234804,37603,37419,43
615,194334,312437,234676,37603,37419,43
616,223986,282183,234375,37603,37419,43
617,161028,346889,235249,37603,37419,42
618,191491,316404,235238,37603,37419,42
619,161422,346699,235351,37603,37419,43
620,194267,313492,235170,37603,37419,43
621,194545,313012,235069,37603,37419,42
622,220022,286467,234535,37603,37419,42
623,160724,347029,235167,37603,37419,42
624,220756,286693,235015,37603,37419,43
625,222127,284548,234628,37603,37419,43
626,160694,346017,234646,37603,37419,43
627,160798,346555,234967,37603,37419,43
628,224678,283067,235163,37603,37419,43
629,162575,344572,234864,37603,37419,43
630,191980,315485,235023,37603,37419,42
631,160372,346595,234774,37603,37419,43
632,191169,316400,235075,37603,37419,43
633,221564,286255,235200,37603,37419,42
634,164541,342546,234834,37603,37419,43
635,190874,315913,234684,37603,37419,43
636,221552,286407,235270,37603,37419,43
637,223210,284215,235003,37603,37419,43
638,221308,285989,234939,37603,37419,43
639,161572,347447,235800,37603,37419,43
640,160430,346467,234739,37603,37419,42
641,220043,286422,234523,37603,37419,43
642,192936,314375,234946,37603,37419,43
643,162824,344867,235136,37603,37419,42
644,190777,315860,234609,37603,37419,43
645,192578,313909,234534,37603,37419,43
646,192055,315408,235022,37603,37419,42
647,190674,315591,234423,37603,37419,43
648,191215,316250,235023,37603,37419,43
649,222095,284834,234755,37603,37419,43
650,221086,286649,235158,37603,37419,43
651,191023,316204,234904,37603,37419,43
652,194058,313687,235163,37603,37419,43
653,220773,285434,234394,37603,37419,43
654,222361,284650,234796,37603,37419,43
655,223357,283958,234948,37603,37419,43
656,194652,312953,235093,37603,37419,42
657,191846,315809,235118,37603,37419,43
658,222005,284718,234652,37603,37419,43
659,189025,318136,234871,37603,37419,43
660,162700,344559,234920,37603,37419,43
661,223424,284399,235202,37603,37419,43
662,224350,282459,234695,37603,37419,43
663,193621,314432,235317,37603,37419,43
664,164587,342834,235001,37603,37419,43
665,192003,315544,235064,37603,37419,43
666,193166,314951,235349,37603,37419,43
667,223114,283917,234806,37603,37419,43
668,222123,284710,234707,37603,37419,43
669,193118,314539,235119,37603,37419,43
670,224096,282563,234620,37603,37419,43
671,192961,314934,235238,37603,37419,43
672,222474,285097,235076,37603,37419,43
673,194414,313593,235294,37603,37419,43
674,194474,313401,235228,37603,37419,43
675,160727,346578,234943,37603,37419,42
676,193117,314778,235238,37603,37419,42
677,223036,283949,234783,37603,37419,43
678,191860,315495,234968,37603,37419,42
679,191855,315130,234783,37603,37419,43
680,194696,312933,235105,37603,37419,43
681,160388,346143,234556,37603,37419,42
682,193054,314541,235088,37603,37419,42
683,222384,285189,235077,37603,37419,42
684,194040,312443,234532,37603,37419,43
685,223334,284113,235014,37603,37419,43
686,189091,318154,234913,37603,37419,42
687,222079,284710,234685,37603,37419,43
688,221428,286301,235155,37603,37419,42
689,219994,286591,234583,37603,37419,43
690,191218,316421,235110,37603,37419,42
691,222340,284083,234502,37603,37419,43
692,194551,312454,234793,37603,37419,43
693,188950,318065,234798,37603,37419,43
694,162779,345050,235205,37603,37419,43
695,163998,342061,234320,37603,37419,42
696,189217,317972,234885,37603,37419,43
697,220705,286610,234948,37603,37419,43
698,195079,313782,235721,37603,37419,42
699,191436,316227,235122,37603,37419,42
700,220400,286933,234957,37603,37419,43
701,221061,285540,234591,37603,37419,43
702,194493,313176,235125,37603,37419,42
703,191147,316302,235015,37603,37419,43
704,191229,315960,234885,37603,37419,43
705,189156,318369,235053,37603,37419,43
706,189255,318284,235060,37603,37419,42
707,191200,316433,235107,37603,37419,42
708,192496,314061,234569,37603,37419,43
709,193086,313971,234819,37603,37419,43
710,193151,314784,235258,37603,37419,42
711,160809,346862,235126,37603,37419,43
712,194028,313837,235223,37603,37419,43
713,223439,283824,234922,37603,37419,43
714,192984,314839,235202,37603,37419,42
715,220501,287032,235057,37603,37419,43
716,195676,311703,234980,37603,37419,42
717,224734,282753,235034,37603,37419,43
718,192900,314725,235103,37603,37419,43
719,224149,283306,235018,37603,37419,42
720,196189,311506,235138,37603,37419,42
721,222903,283830,234657,37603,37419,43
722,192085,315854,235260,37603,37419,42
723,191084,316145,234905,37603,37419,43
724,192819,314642,235021,37603,37419,43
725,222582,285079,235121,37603,37419,42
726,192855,314940,235188,37603,37419,43
727,221894,284449,234462,37603,37419,43
728,192831,314264,234838,37603,37419,43
729,223262,284245,235044,37603,37419,42
730,220507,286484,234786,37603,37419,42
731,194161,313344,235043,37603,37419,43
732,193199,314990,235385,37603,37419,43
733,221906,285063,234775,37603,37419,43
